page,signal_id,family,signal,status,evidence
/blog/eu-ai-act-first/,OP043,page_structure,H3 semantic hierarchy,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP044,page_structure,No skipped hierarchy,PASS,skip link
/blog/eu-ai-act-first/,OP045,page_structure,Main landmark,PASS,main
/blog/eu-ai-act-first/,OP046,page_structure,Section semantics,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP047,page_structure,Footer global,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP048,page_structure,Footer quick links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP049,page_structure,Footer contact,PASS,contact
/blog/eu-ai-act-first/,OP050,page_structure,Footer social links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP051,page_structure,Footer legal links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP052,content_core,Primary answer above fold,PARTIAL,page type
/blog/eu-ai-act-first/,OP053,content_core,Canonical positioning consistency,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP054,content_core,Audience explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP055,content_core,Problem explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP056,content_core,Outcome explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP057,content_core,Offer explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP058,content_core,Deliverables explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP059,content_core,Exclusions explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP060,content_core,Differentiators explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP061,content_core,Negative scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP062,content_core,Geography explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP063,content_core,Jurisdiction explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP064,content_core,Language scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP065,content_core,Price/rule explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP066,content_core,Availability explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP067,content_core,SLA explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP068,content_core,Version explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP069,content_core,Freshness explicit,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP070,content_core,No stale contradiction,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP071,content_core,No generic AI drift,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP072,aeo_faq,Direct what answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP073,aeo_faq,Direct who answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP074,aeo_faq,Direct why answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP075,aeo_faq,Direct how answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP076,aeo_faq,Direct where answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP077,aeo_faq,Direct when answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP078,aeo_faq,Direct cost answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP079,aeo_faq,Direct eligibility answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP080,aeo_faq,Direct next-step answer,PARTIAL,page type
/blog/eu-ai-act-first/,OP081,aeo_faq,FAQ visible,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP082,aeo_faq,10 contextual FAQs,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP083,aeo_faq,FAQ questions unique,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP084,aeo_faq,FAQ answers direct,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP085,aeo_faq,FAQ no contradiction,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP086,aeo_faq,FAQ schema parity,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP087,aeo_faq,Intent mapping,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP088,aeo_faq,TOF/MOF/BOF role,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP089,aeo_faq,Question hub linkage,PARTIAL,page type
/blog/eu-ai-act-first/,OP090,aeo_faq,Answer block quotability,PARTIAL,page type
/blog/eu-ai-act-first/,OP091,aeo_faq,Conversational readability,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP092,schema_org,JSON-LD present,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP093,schema_org,WebPage type,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP094,schema_org,Correct page subtype,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP095,schema_org,Organization reference,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP096,schema_org,WebSite reference,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP097,schema_org,mainEntity,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP098,schema_org,about,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP099,schema_org,mentions,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP100,schema_org,BreadcrumbList,PASS,breadcrumb
/blog/eu-ai-act-first/,OP101,schema_org,Service schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP102,schema_org,Offer schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP103,schema_org,OfferCatalog schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP104,schema_org,FAQPage schema,NA,not a designated FAQ/money page
/blog/eu-ai-act-first/,OP105,schema_org,DefinedTerm schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP106,schema_org,DefinedTermSet schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP107,schema_org,BlogPosting schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP108,schema_org,Article dates,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP109,schema_org,ImageObject,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP110,schema_org,inLanguage,PASS,lang=ro
/blog/eu-ai-act-first/,OP111,schema_org,Stable @id,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP112,schema_org,Cross-page @id consistency,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP113,schema_org,Visible-schema parity,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP114,schema_org,No fake ratings,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP115,schema_org,No invented schema types,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP116,schema_org,No unsupported claims in schema,PASS,1 JSON-LD block(s)
/blog/eu-ai-act-first/,OP117,geo_ere,Primary entity ID,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP118,geo_ere,Provider relationship,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP119,geo_ere,Provider inverse,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP120,geo_ere,Service-offer relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP121,geo_ere,Service-SOC relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP122,geo_ere,SOC-RRVI relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP123,geo_ere,Service-audience relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP124,geo_ere,Service-jurisdiction relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP125,geo_ere,Jurisdiction-regulation relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP126,geo_ere,Service-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP127,geo_ere,Action-autonomy relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP128,geo_ere,Request-service relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP129,geo_ere,Request-quote relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP130,geo_ere,Quote-order relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP131,geo_ere,Order-delivery relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP132,geo_ere,Action-evidence relation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP133,geo_ere,Cardinality available,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP134,geo_ere,Inverse relationships,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP135,geo_ere,Cross-source entity match,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP136,geo_ere,ERE reconstruction,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP137,aio_ai_readability,AI readable summary,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP138,aio_ai_readability,Canonical definition,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP139,aio_ai_readability,Context completeness,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP140,aio_ai_readability,Entity disambiguation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP141,aio_ai_readability,Claim attribution,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP142,aio_ai_readability,Claim evidence link,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP143,aio_ai_readability,Citation-ready sentence,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP144,aio_ai_readability,Comparison-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP145,aio_ai_readability,Decision-ready fields,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP146,aio_ai_readability,Action boundary clarity,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP147,aio_ai_readability,Escalation clarity,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP148,aio_ai_readability,Machine-readable mirror,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP149,aio_ai_readability,Cross-source consistency,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP150,aio_ai_readability,No ambiguous pronouns in key facts,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP151,aio_ai_readability,No hidden critical facts,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP152,aio_ai_readability,AI summary fidelity,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP153,internal_linking,Parent hub link,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP154,internal_linking,Child page links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP155,internal_linking,Sibling contextual links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP156,internal_linking,Canonical anchor text,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP157,internal_linking,No generic click-here dominance,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP158,internal_linking,No broken internal links,PASS,49 internal links
/blog/eu-ai-act-first/,OP159,internal_linking,No orphan page,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP160,internal_linking,Breadcrumb link integrity,PASS,breadcrumb
/blog/eu-ai-act-first/,OP161,internal_linking,Footer link integrity,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP162,internal_linking,Related content block,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP163,internal_linking,Intent cross-links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP164,internal_linking,Product-service separation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP165,internal_linking,Innovation proof links,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP166,internal_linking,Contact CTA integrity,PASS,CTA language
/blog/eu-ai-act-first/,OP167,internal_linking,No excessive internal redirects,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP168,trust_evidence,Legal entity visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP169,trust_evidence,Contact visible,PASS,contact
/blog/eu-ai-act-first/,OP170,trust_evidence,Author/publisher visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP171,trust_evidence,Date published visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP172,trust_evidence,Date modified visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP173,trust_evidence,Claim source visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP174,trust_evidence,Proof link visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP175,trust_evidence,Document ID visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP176,trust_evidence,Version visible,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP177,trust_evidence,SHA only if real,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP178,trust_evidence,OTS only if real,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP179,trust_evidence,OTS status explicit,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP180,trust_evidence,No invented bitcoin block,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP181,trust_evidence,Claim != Proof disclosure,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP182,trust_evidence,Evidence relation,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP183,trust_evidence,RRVI decision visibility,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP184,trust_evidence,Human review disclosure,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP185,trust_evidence,No false compliance guarantee,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP186,trust_evidence,No false certification,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP187,trust_evidence,Trust consistency,PASS,trust/evidence cues
/blog/eu-ai-act-first/,OP188,agent_ready_governance,SOC reference,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP189,agent_ready_governance,Max autonomy,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP190,agent_ready_governance,Allowed actions,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP191,agent_ready_governance,Forbidden actions,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP192,agent_ready_governance,Eligibility rules,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP193,agent_ready_governance,Ineligibility rules,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP194,agent_ready_governance,Jurisdiction gate,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP195,agent_ready_governance,Regulation gate,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP196,agent_ready_governance,Financial threshold,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP197,agent_ready_governance,Human approval,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP198,agent_ready_governance,RRVI publish gate,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP199,agent_ready_governance,RRVI runtime gate,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP200,agent_ready_governance,allow outcome,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP201,agent_ready_governance,allow_with_conditions outcome,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP202,agent_ready_governance,human_review_required outcome,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP203,agent_ready_governance,block outcome,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP204,agent_ready_governance,No rule no autonomy,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP205,agent_ready_governance,No jurisdiction no sensitive action,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP206,agent_ready_governance,No approval no commitment,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP207,agent_ready_governance,No evidence no proof,PASS,agent/governance cues
/blog/eu-ai-act-first/,OP208,media_accessibility,Image alt,NA,no images
/blog/eu-ai-act-first/,OP209,media_accessibility,Decorative image handling,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP210,media_accessibility,Image width/height,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP211,media_accessibility,Modern image format,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP212,media_accessibility,Lazy loading non-critical,NA,no images
/blog/eu-ai-act-first/,OP213,media_accessibility,Hero image priority,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP214,media_accessibility,Readable contrast,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP215,media_accessibility,Keyboard navigation,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP216,media_accessibility,Semantic buttons,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP217,media_accessibility,Form labels,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP218,media_accessibility,Error messages,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP219,media_accessibility,ARIA correctness,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP220,media_accessibility,Mobile content parity,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP221,media_accessibility,No text only in image,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP222,media_accessibility,No blocking popup,PARTIAL,present in page; semantic quality requires review
/blog/eu-ai-act-first/,OP223,performance_rendering,Critical content server/render available,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP224,performance_rendering,No JS-only canonical text,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP225,performance_rendering,Crawlable href links,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP226,performance_rendering,LCP hygiene,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP227,performance_rendering,CLS hygiene,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP228,performance_rendering,INP hygiene,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP229,performance_rendering,CSS blocking control,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP230,performance_rendering,JS bloat control,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP231,performance_rendering,Font loading hygiene,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP232,performance_rendering,Image optimization,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP233,performance_rendering,No huge DOM,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP234,performance_rendering,No hidden duplicate content,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP235,performance_rendering,Rendered/body parity,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP236,performance_rendering,Mobile performance parity,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP237,performance_rendering,No layout dependency for semantics,NA,requires deployed runtime/browser measurement
/blog/eu-ai-act-first/,OP238,page_type_specific,Homepage no breadcrumb,PASS,breadcrumb
/blog/eu-ai-act-first/,OP239,page_type_specific,Internal page breadcrumb,PASS,breadcrumb
/blog/eu-ai-act-first/,OP240,page_type_specific,Service page Service schema,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP241,page_type_specific,Product page product semantics,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP242,page_type_specific,Offer page commercial clarity,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP243,page_type_specific,Agent-ready page category definition,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP244,page_type_specific,SOC page canonical definition,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP245,page_type_specific,RRVI page canonical definition,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP246,page_type_specific,EU AI Act page scope control,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP247,page_type_specific,Innovation page proof block,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP248,page_type_specific,Blog article BlogPosting,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP249,page_type_specific,Question page Question/Answer semantics,PARTIAL,page type
/blog/eu-ai-act-first/,OP250,page_type_specific,Contact page ContactPage semantics,PASS,contact
/blog/eu-ai-act-first/,OP251,page_type_specific,Mission page unique content,PARTIAL,requires page-type semantic review
/blog/eu-ai-act-first/,OP252,page_type_specific,Vision page unique content,PARTIAL,requires page-type semantic review
/blog/,OP001,meta_head,Unique title,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP002,meta_head,Title primary intent,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP003,meta_head,Title entity clarity,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP004,meta_head,Title brand suffix,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP005,meta_head,Unique meta description,PASS,"20 de articole despre A2A, Agent-Ready și service commerce."
/blog/,OP006,meta_head,Meta description proposition,PASS,"20 de articole despre A2A, Agent-Ready și service commerce."
/blog/,OP007,meta_head,Meta description intent match,PASS,"20 de articole despre A2A, Agent-Ready și service commerce."
/blog/,OP008,meta_head,Canonical present,PASS,https://aiventure.ro/blog/
/blog/,OP009,meta_head,Canonical self-reference,PASS,https://aiventure.ro/blog/
/blog/,OP010,meta_head,Canonical HTTPS,PARTIAL,present in page; semantic quality requires review
/blog/,OP011,meta_head,Canonical host consistency,PARTIAL,present in page; semantic quality requires review
/blog/,OP012,meta_head,Robots meta present,PASS,meta robots
/blog/,OP013,meta_head,Robots indexability correct,PARTIAL,present in page; semantic quality requires review
/blog/,OP014,meta_head,Language declaration,PASS,lang=ro
/blog/,OP015,meta_head,Charset UTF-8,PASS,utf-8
/blog/,OP016,meta_head,Viewport present,PASS,viewport
/blog/,OP017,meta_head,Theme color,PARTIAL,present in page; semantic quality requires review
/blog/,OP018,meta_head,OG title,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP019,meta_head,OG description,PASS,OpenGraph
/blog/,OP020,meta_head,OG URL,PASS,OpenGraph
/blog/,OP021,meta_head,OG image,PASS,OpenGraph
/blog/,OP022,meta_head,OG type,PASS,OpenGraph
/blog/,OP023,meta_head,Twitter card,PASS,Twitter meta
/blog/,OP024,meta_head,Twitter title,PASS,Blog AiVenture | 20 articole A2A și Agent-Ready
/blog/,OP025,meta_head,Twitter description,PASS,Twitter meta
/blog/,OP026,meta_head,Twitter image,PASS,Twitter meta
/blog/,OP027,meta_head,Primary image declaration,PARTIAL,present in page; semantic quality requires review
/blog/,OP028,meta_head,Published date metadata,PARTIAL,present in page; semantic quality requires review
/blog/,OP029,meta_head,Modified date metadata,PARTIAL,present in page; semantic quality requires review
/blog/,OP030,meta_head,Session metadata,PARTIAL,present in page; semantic quality requires review
/blog/,OP031,meta_head,Timestamp metadata,PARTIAL,present in page; semantic quality requires review
/blog/,OP032,page_structure,Header present,PARTIAL,present in page; semantic quality requires review
/blog/,OP033,page_structure,Header session visible,PARTIAL,present in page; semantic quality requires review
/blog/,OP034,page_structure,Header timestamp visible,PARTIAL,present in page; semantic quality requires review
/blog/,OP035,page_structure,Primary navigation present,PARTIAL,present in page; semantic quality requires review
/blog/,OP036,page_structure,Breadcrumb internal page,PASS,breadcrumb
/blog/,OP037,page_structure,No breadcrumb on homepage,PASS,breadcrumb
/blog/,OP038,page_structure,Breadcrumb position,PASS,breadcrumb
/blog/,OP039,page_structure,Unique H1,PASS,De la servicii pentru oameni la servicii pentru Agenți AI.
/blog/,OP040,page_structure,H1 intent alignment,PASS,De la servicii pentru oameni la servicii pentru Agenți AI.
/blog/,OP041,page_structure,H1 not duplicated,PASS,De la servicii pentru oameni la servicii pentru Agenți AI.
/blog/,OP042,page_structure,H2 semantic hierarchy,PASS,H2
/blog/,OP043,page_structure,H3 semantic hierarchy,PARTIAL,present in page; semantic quality requires review
/blog/,OP044,page_structure,No skipped hierarchy,PASS,skip link
/blog/,OP045,page_structure,Main landmark,PASS,main
/blog/,OP046,page_structure,Section semantics,PARTIAL,present in page; semantic quality requires review
/blog/,OP047,page_structure,Footer global,PARTIAL,present in page; semantic quality requires review
/blog/,OP048,page_structure,Footer quick links,PARTIAL,present in page; semantic quality requires review
/blog/,OP049,page_structure,Footer contact,PASS,contact
/blog/,OP050,page_structure,Footer social links,PARTIAL,present in page; semantic quality requires review
/blog/,OP051,page_structure,Footer legal links,PARTIAL,present in page; semantic quality requires review
/blog/,OP052,content_core,Primary answer above fold,NA,page type
/blog/,OP053,content_core,Canonical positioning consistency,PARTIAL,present in page; semantic quality requires review
/blog/,OP054,content_core,Audience explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP055,content_core,Problem explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP056,content_core,Outcome explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP057,content_core,Offer explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP058,content_core,Deliverables explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP059,content_core,Exclusions explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP060,content_core,Differentiators explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP061,content_core,Negative scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP062,content_core,Geography explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP063,content_core,Jurisdiction explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP064,content_core,Language scope explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP065,content_core,Price/rule explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP066,content_core,Availability explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP067,content_core,SLA explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP068,content_core,Version explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP069,content_core,Freshness explicit,PARTIAL,present in page; semantic quality requires review
/blog/,OP070,content_core,No stale contradiction,PARTIAL,present in page; semantic quality requires review
/blog/,OP071,content_core,No generic AI drift,PARTIAL,present in page; semantic quality requires review
/blog/,OP072,aeo_faq,Direct what answer,NA,page type
/blog/,OP073,aeo_faq,Direct who answer,NA,page type
/blog/,OP074,aeo_faq,Direct why answer,NA,page type
/blog/,OP075,aeo_faq,Direct how answer,NA,page type
/blog/,OP076,aeo_faq,Direct where answer,NA,page type
/blog/,OP077,aeo_faq,Direct when answer,NA,page type
/blog/,OP078,aeo_faq,Direct cost answer,NA,page type
/blog/,OP079,aeo_faq,Direct eligibility answer,NA,page type
/blog/,OP080,aeo_faq,Direct next-step answer,NA,page type
/blog/,OP081,aeo_faq,FAQ visible,NA,not a designated FAQ/money page
/blog/,OP082,aeo_faq,10 contextual FAQs,NA,not a designated FAQ/money page
/blog/,OP083,aeo_faq,FAQ questions unique,NA,not a designated FAQ/money page
/blog/,OP084,aeo_faq,FAQ answers direct,NA,not a designated FAQ/money page
/blog/,OP085,aeo_faq,FAQ no contradiction,NA,not a designated FAQ/money page
/blog/,OP086,aeo_faq,FAQ schema parity,NA,not a designated FAQ/money page
/blog/,OP087,aeo_faq,Intent mapping,PARTIAL,present in page; semantic quality requires review
